state,district,crop,gross_cropped_area_ha,irrigated_pct
Goa,Verna,Onion,28493.44,92.8
Tamil Nadu,Tirupur,Soybean,33764.38,41.9
Maharashtra,Nashik,Rice,44231.26,31.1
Punjab,Amritsar,Maize,23921.72,39.7
Uttar Pradesh,Kanpur,Wheat,40669.08,58.3
Madhya Pradesh,Gwalior,Cotton,43438.54,37.8
Karnataka,Shimoga,Potato,6659.04,32.4
Gujarat,Ahmedabad,Tomato,43304.69,47.0
Haryana,Hisar,Apple,28513.42,63.1
Rajasthan,Udaipur,Grapes,39389.2,67.1
Goa,Verna,Onion,46998.75,71.9
Tamil Nadu,Tirupur,Soybean,47845.18,48.6
Maharashtra,Nashik,Rice,35280.06,61.6
Punjab,Amritsar,Maize,44447.14,47.4
Uttar Pradesh,Kanpur,Wheat,20489.56,84.6
Madhya Pradesh,Gwalior,Cotton,39182.62,75.5
Karnataka,Shimoga,Potato,25282.23,41.1
Gujarat,Ahmedabad,Tomato,40783.8,46.5
Haryana,Hisar,Apple,43407.06,46.2
Rajasthan,Udaipur,Grapes,2671.7,89.6
Goa,Verna,Onion,21485.26,51.1
Tamil Nadu,Tirupur,Soybean,4791.01,71.9
Maharashtra,Nashik,Rice,27339.27,56.5
Punjab,Amritsar,Maize,18826.99,67.6
Uttar Pradesh,Kanpur,Wheat,40519.63,52.6
Madhya Pradesh,Gwalior,Cotton,35475.35,94.6
Karnataka,Shimoga,Potato,38282.87,49.7
Gujarat,Ahmedabad,Tomato,13978.81,72.9
Haryana,Hisar,Apple,40382.45,44.5
Rajasthan,Udaipur,Grapes,26326.25,83.7
Goa,Verna,Onion,30303.13,55.8
Tamil Nadu,Tirupur,Soybean,23240.38,65.7
Maharashtra,Nashik,Rice,11981.33,30.8
Punjab,Amritsar,Maize,27112.09,46.1
Uttar Pradesh,Kanpur,Wheat,39898.13,88.2
Madhya Pradesh,Gwalior,Cotton,15983.73,69.6
Karnataka,Shimoga,Potato,47303.19,43.6
Gujarat,Ahmedabad,Tomato,14373.38,35.8
Haryana,Hisar,Apple,35781.47,34.6
Rajasthan,Udaipur,Grapes,27724.25,86.4
Goa,Verna,Onion,5186.49,75.7
Tamil Nadu,Tirupur,Soybean,28947.66,51.0
Maharashtra,Nashik,Rice,1327.3,90.8
Punjab,Amritsar,Maize,29747.06,94.7
Uttar Pradesh,Kanpur,Wheat,3343.42,85.6
Madhya Pradesh,Gwalior,Cotton,36409.73,47.8
Karnataka,Shimoga,Potato,23764.36,82.0
Gujarat,Ahmedabad,Tomato,8947.04,38.0
Haryana,Hisar,Apple,8877.74,31.3
Rajasthan,Udaipur,Grapes,28585.85,84.1
Goa,Verna,Onion,24391.44,87.9
Tamil Nadu,Tirupur,Soybean,23594.4,79.5
Maharashtra,Nashik,Rice,19249.86,83.8
Punjab,Amritsar,Maize,45519.61,77.1
Uttar Pradesh,Kanpur,Wheat,27729.75,72.5
Madhya Pradesh,Gwalior,Cotton,29323.57,72.8
Karnataka,Shimoga,Potato,40088.52,57.0
Gujarat,Ahmedabad,Tomato,40231.15,90.4
Haryana,Hisar,Apple,39696.36,74.0
Rajasthan,Udaipur,Grapes,17562.68,92.0
Goa,Verna,Onion,43954.75,75.0
Tamil Nadu,Tirupur,Soybean,17572.2,40.2
Maharashtra,Nashik,Rice,49533.37,40.5
Punjab,Amritsar,Maize,45409.05,51.0
Uttar Pradesh,Kanpur,Wheat,30915.01,92.8
Madhya Pradesh,Gwalior,Cotton,30783.44,94.7
Karnataka,Shimoga,Potato,48818.24,90.0
