crop,state,season,area_hectares,production_tons,rainfall_mm,fertilizer_kg_ha
Chickpea,Karnataka,Whole Year,40.16,67.84,493.3,86.0
Chickpea,Haryana,Whole Year,18.33,37.57,538.9,53.2
Chickpea,Maharashtra,Zaid,8.85,13.67,523.3,38.2
Potato,Maharashtra,Zaid,27.72,449.7,432.6,123.9
Maize,Uttar Pradesh,Zaid,38.61,171.49,636.3,80.6
Banana,Tamil Nadu,Rabi,48.68,1595.89,1124.4,174.3
Banana,Haryana,Rabi,26.67,1034.22,1125.1,206.2
Chickpea,Rajasthan,Zaid,8.57,16.49,621.0,64.8
Potato,Goa,Rabi,49.47,881.32,497.6,137.2
Grapes,Goa,Whole Year,38.35,511.02,564.6,130.6
Wheat,Karnataka,Rabi,2.39,7.29,529.9,112.9
Wheat,Goa,Kharif,47.72,182.96,601.5,137.6
Tomato,Haryana,Kharif,17.63,334.64,752.6,208.1
Potato,Gujarat,Whole Year,37.91,720.71,609.4,143.0
Potato,Rajasthan,Kharif,46.0,643.72,448.3,143.6
Tomato,Tamil Nadu,Zaid,40.98,696.04,666.3,143.7
Chickpea,Goa,Rabi,14.29,31.9,548.9,31.7
Cotton,Punjab,Rabi,17.49,47.82,995.9,108.9
Banana,Madhya Pradesh,Whole Year,22.51,825.29,1149.3,220.8
Chickpea,Rajasthan,Rabi,40.55,71.48,417.1,39.5
Wheat,Uttar Pradesh,Whole Year,1.42,5.85,563.5,147.8
Chickpea,Gujarat,Whole Year,22.44,45.34,515.0,51.4
Banana,Goa,Zaid,4.41,160.77,1038.4,162.0
Tomato,Gujarat,Whole Year,24.57,507.24,686.4,158.5
Chickpea,Tamil Nadu,Rabi,31.1,47.34,533.7,43.4
Rice,Gujarat,Rabi,43.47,163.06,1036.9,120.6
Tomato,Gujarat,Whole Year,3.98,83.05,827.4,165.6
Potato,Gujarat,Whole Year,37.12,680.45,968.6,126.5
Tomato,Rajasthan,Rabi,27.73,769.12,851.7,155.4
Wheat,Haryana,Zaid,12.2,36.19,350.2,116.4
Tomato,Karnataka,Whole Year,20.9,473.02,594.3,199.8
Potato,Karnataka,Whole Year,15.4,233.45,382.7,125.6
Maize,Gujarat,Kharif,44.89,230.58,596.3,86.6
Potato,Maharashtra,Rabi,4.37,93.35,739.7,160.6
Maize,Gujarat,Whole Year,12.45,52.95,634.0,107.5
Tomato,Haryana,Kharif,46.28,1020.49,664.7,164.2
Cotton,Madhya Pradesh,Whole Year,48.96,97.65,774.3,72.3
Grapes,Madhya Pradesh,Zaid,36.61,378.88,297.3,108.3
Maize,Karnataka,Kharif,23.59,118.16,653.5,155.1
Apple,Gujarat,Rabi,11.41,88.35,748.8,46.9
Potato,Rajasthan,Rabi,3.34,70.21,963.3,144.9
Rice,Rajasthan,Whole Year,39.66,177.41,961.8,162.4
Tomato,Goa,Zaid,40.59,908.87,733.6,211.8
Wheat,Punjab,Whole Year,0.71,2.65,453.6,97.1
Banana,Goa,Rabi,2.16,79.55,1005.8,250.8
Rice,Madhya Pradesh,Zaid,9.34,30.62,936.0,74.6
Grapes,Gujarat,Whole Year,28.76,479.6,738.4,152.8
Apple,Punjab,Zaid,26.85,281.57,906.9,114.5
Maize,Madhya Pradesh,Rabi,36.1,130.79,618.0,63.7
Apple,Punjab,Zaid,6.06,74.8,884.9,131.3
Cotton,Maharashtra,Kharif,32.11,79.73,759.5,99.6
Grapes,Maharashtra,Whole Year,46.51,845.65,978.6,189.5
Rice,Punjab,Rabi,18.48,68.91,1236.8,128.4
Tomato,Goa,Kharif,22.93,472.32,579.7,177.0
Grapes,Madhya Pradesh,Kharif,8.58,129.51,542.3,168.9
Wheat,Tamil Nadu,Zaid,43.08,206.94,800.9,90.6
Cotton,Goa,Whole Year,2.98,7.16,876.1,94.7
Cotton,Maharashtra,Kharif,8.57,21.79,722.2,124.6
Tomato,Madhya Pradesh,Kharif,41.57,703.82,932.3,186.9
Wheat,Karnataka,Whole Year,29.68,112.38,347.1,115.0
Wheat,Punjab,Zaid,11.73,53.24,200.0,79.6
Maize,Gujarat,Rabi,1.75,8.02,718.2,125.4
Potato,Haryana,Kharif,25.59,441.0,749.6,153.7
Grapes,Punjab,Kharif,27.76,359.19,684.1,144.7
Wheat,Rajasthan,Zaid,49.57,237.21,433.1,161.9
Cotton,Maharashtra,Whole Year,28.08,57.03,1045.0,92.9
Apple,Gujarat,Zaid,4.94,54.84,764.1,72.9
Wheat,Karnataka,Zaid,29.68,95.24,739.0,168.5
Cotton,Haryana,Kharif,24.34,52.86,318.1,96.2
Chickpea,Rajasthan,Whole Year,48.14,92.44,444.0,78.0
Grapes,Rajasthan,Kharif,36.22,561.25,532.3,141.8
Cotton,Rajasthan,Kharif,42.02,93.66,939.5,84.2
Maize,Tamil Nadu,Rabi,22.47,57.4,469.6,88.5
Potato,Uttar Pradesh,Kharif,14.83,292.51,531.3,182.8
Wheat,Madhya Pradesh,Rabi,35.14,136.31,415.6,174.6
Banana,Goa,Rabi,6.49,290.26,1204.4,196.7
Banana,Tamil Nadu,Zaid,24.38,1129.38,1293.1,239.1
Apple,Rajasthan,Whole Year,49.47,569.44,944.9,95.5
Tomato,Madhya Pradesh,Kharif,26.67,627.42,930.6,127.7
Wheat,Gujarat,Rabi,32.35,100.28,499.6,130.5
Maize,Madhya Pradesh,Kharif,27.74,103.34,750.4,85.6
Grapes,Tamil Nadu,Rabi,26.3,348.0,634.3,134.6
Maize,Goa,Rabi,8.35,30.06,458.1,85.8
Apple,Maharashtra,Whole Year,33.46,382.83,653.5,115.5
Rice,Madhya Pradesh,Zaid,37.71,156.11,851.6,127.0
Wheat,Gujarat,Whole Year,11.7,44.56,484.8,120.4
Chickpea,Tamil Nadu,Zaid,47.95,72.68,601.3,20.0
Tomato,Karnataka,Whole Year,19.24,522.42,839.6,154.1
Rice,Gujarat,Zaid,4.13,16.38,933.0,93.0
Potato,Punjab,Whole Year,4.72,76.1,700.7,161.6
Grapes,Madhya Pradesh,Whole Year,23.1,292.71,624.8,130.5
Apple,Haryana,Whole Year,46.21,607.96,823.4,58.1
Banana,Gujarat,Rabi,46.97,1794.67,1406.1,201.5
Grapes,Karnataka,Zaid,40.95,645.66,841.6,120.9
Rice,Madhya Pradesh,Kharif,1.32,5.34,839.8,144.0
Apple,Karnataka,Rabi,23.14,262.52,943.5,126.7
Maize,Maharashtra,Rabi,47.83,213.0,791.7,108.8
Chickpea,Rajasthan,Whole Year,13.34,23.49,601.8,65.0
Rice,Uttar Pradesh,Whole Year,37.25,116.17,994.4,91.1
Potato,Madhya Pradesh,Zaid,45.84,943.85,438.8,169.6
Maize,Rajasthan,Whole Year,36.81,166.46,700.0,143.8
Grapes,Uttar Pradesh,Zaid,34.59,454.48,568.6,120.8
Apple,Punjab,Zaid,16.16,168.83,889.2,136.1
Grapes,Haryana,Kharif,5.02,78.78,773.9,146.4
Apple,Maharashtra,Whole Year,7.93,90.5,1016.6,136.7
Potato,Maharashtra,Rabi,28.17,371.49,633.9,136.2
Chickpea,Punjab,Whole Year,31.89,62.87,200.0,58.4
Cotton,Karnataka,Rabi,9.54,20.29,875.7,112.7
Wheat,Madhya Pradesh,Rabi,1.9,6.31,423.0,134.3
Cotton,Rajasthan,Whole Year,42.5,95.46,904.7,81.5
Potato,Tamil Nadu,Whole Year,36.5,792.26,714.9,186.3
Apple,Karnataka,Whole Year,6.75,60.52,857.2,59.8
Cotton,Madhya Pradesh,Rabi,46.92,93.21,696.0,85.4
Banana,Gujarat,Whole Year,32.97,1414.12,1271.3,226.5
Tomato,Uttar Pradesh,Rabi,18.41,432.41,758.7,120.0
Cotton,Rajasthan,Rabi,31.32,65.67,567.8,127.7
Apple,Haryana,Rabi,12.59,136.97,871.2,125.9
Apple,Goa,Zaid,13.39,100.68,757.7,61.3
Chickpea,Uttar Pradesh,Kharif,36.77,56.53,584.4,51.5
Wheat,Tamil Nadu,Zaid,42.31,177.78,626.8,136.4
Rice,Haryana,Rabi,27.38,88.99,1057.9,79.7
Banana,Maharashtra,Whole Year,49.09,1684.85,1118.0,196.1
Maize,Karnataka,Kharif,44.79,216.3,1058.6,122.7
Rice,Karnataka,Zaid,44.33,167.07,1053.7,157.8
Cotton,Tamil Nadu,Kharif,9.9,21.74,616.7,93.7
Wheat,Gujarat,Rabi,49.61,174.24,370.6,80.2
Chickpea,Madhya Pradesh,Zaid,10.34,20.26,664.6,79.8
Wheat,Punjab,Rabi,30.65,104.54,647.7,133.9
Apple,Uttar Pradesh,Whole Year,44.08,506.3,775.8,110.1
Apple,Uttar Pradesh,Rabi,35.5,459.71,965.3,88.5
Banana,Karnataka,Kharif,26.87,1021.34,1252.2,222.3
Wheat,Goa,Kharif,20.76,106.17,271.3,176.4
Rice,Gujarat,Kharif,27.94,94.12,1085.6,112.8
Wheat,Punjab,Zaid,46.06,210.57,572.7,112.4
Potato,Uttar Pradesh,Zaid,24.67,684.26,518.7,161.8
Maize,Gujarat,Whole Year,34.15,150.47,840.0,140.0
Wheat,Madhya Pradesh,Kharif,7.43,33.24,458.0,114.4
Maize,Goa,Rabi,38.95,160.85,539.8,85.2
Apple,Uttar Pradesh,Rabi,2.34,22.96,784.5,108.0
Maize,Maharashtra,Kharif,32.4,120.21,753.6,145.9
Banana,Madhya Pradesh,Zaid,32.38,1166.24,1145.8,167.7
Cotton,Rajasthan,Zaid,41.33,77.94,969.8,104.9
Potato,Uttar Pradesh,Zaid,8.1,185.94,813.9,155.6
Tomato,Tamil Nadu,Kharif,32.7,874.11,1102.2,169.0
Wheat,Madhya Pradesh,Kharif,41.66,156.15,506.7,156.1
Wheat,Haryana,Zaid,4.55,16.97,527.2,108.1
Banana,Punjab,Rabi,18.11,518.28,1046.1,155.8
Cotton,Rajasthan,Rabi,48.01,108.25,797.6,108.2
Apple,Rajasthan,Rabi,27.4,377.96,903.5,75.3
Apple,Haryana,Kharif,8.15,73.57,673.9,103.9
Wheat,Goa,Whole Year,28.9,116.54,466.4,144.7
Grapes,Gujarat,Zaid,5.04,71.59,725.5,124.7
Cotton,Karnataka,Kharif,36.67,87.98,672.3,85.3
Chickpea,Goa,Whole Year,34.64,52.21,541.2,44.5
Potato,Karnataka,Whole Year,24.33,375.58,791.6,193.3
Tomato,Tamil Nadu,Rabi,12.93,222.88,821.6,140.0
Grapes,Madhya Pradesh,Rabi,35.69,527.26,714.0,136.7
Grapes,Haryana,Zaid,1.99,19.68,546.0,153.5
Maize,Rajasthan,Whole Year,33.71,207.94,846.4,134.6
Wheat,Rajasthan,Rabi,44.87,112.73,612.6,74.8
Rice,Goa,Rabi,31.76,107.49,1073.2,163.9
Tomato,Maharashtra,Kharif,42.37,987.29,667.0,179.5
Chickpea,Punjab,Whole Year,8.97,21.97,711.6,55.1
Cotton,Gujarat,Kharif,7.38,17.39,958.7,75.1
Wheat,Rajasthan,Kharif,27.28,136.24,395.6,94.7
Maize,Rajasthan,Rabi,36.79,159.31,850.0,118.9
Cotton,Maharashtra,Rabi,2.01,4.13,804.1,76.5
Maize,Maharashtra,Zaid,37.11,153.75,549.5,72.7
Rice,Gujarat,Zaid,38.53,137.2,1003.9,110.5
Banana,Punjab,Rabi,43.36,1369.48,1372.0,207.8
Potato,Tamil Nadu,Zaid,18.57,404.61,713.3,164.3
Wheat,Karnataka,Kharif,17.63,84.5,538.2,94.7
Maize,Haryana,Kharif,17.34,82.57,772.5,107.5
Chickpea,Uttar Pradesh,Zaid,19.24,38.31,725.1,24.4
Banana,Punjab,Zaid,44.48,1666.39,950.7,213.0
Potato,Maharashtra,Rabi,10.01,189.51,843.6,162.7
Rice,Rajasthan,Zaid,26.12,77.17,897.7,95.3
Tomato,Uttar Pradesh,Rabi,14.44,381.6,943.5,132.0
Banana,Haryana,Rabi,4.3,105.38,1141.1,195.1
Chickpea,Uttar Pradesh,Zaid,5.69,10.38,698.0,67.4
Cotton,Karnataka,Rabi,6.33,17.72,865.1,87.1
Apple,Goa,Rabi,34.82,436.93,929.3,105.0
Chickpea,Punjab,Rabi,35.47,48.12,233.0,20.0
Wheat,Uttar Pradesh,Kharif,33.27,127.23,449.7,155.3
Rice,Karnataka,Rabi,3.82,16.33,979.4,106.3
Wheat,Uttar Pradesh,Rabi,48.49,186.36,382.1,126.2
Apple,Punjab,Zaid,39.13,416.98,824.6,143.9
Potato,Punjab,Rabi,18.71,365.08,619.3,137.5
Apple,Maharashtra,Kharif,32.51,335.78,743.1,125.2
Banana,Maharashtra,Whole Year,39.06,1128.69,1302.7,191.9
Maize,Goa,Zaid,25.56,116.39,611.1,94.8
Tomato,Karnataka,Whole Year,8.44,235.42,885.6,173.2
Rice,Punjab,Rabi,33.49,88.41,821.9,112.4
Banana,Uttar Pradesh,Kharif,5.78,167.85,1131.2,154.0
Banana,Rajasthan,Zaid,24.04,813.3,1202.5,219.7
Apple,Karnataka,Kharif,27.88,368.44,744.2,97.1
Banana,Goa,Whole Year,33.43,1207.7,1029.0,180.4
Grapes,Goa,Kharif,20.4,330.32,391.4,154.4
Rice,Punjab,Rabi,16.03,54.66,943.9,101.5
Chickpea,Tamil Nadu,Whole Year,18.44,34.58,516.8,64.7
Rice,Goa,Kharif,33.89,116.19,1061.8,109.4
Grapes,Karnataka,Rabi,17.99,263.94,738.0,185.1
Potato,Karnataka,Whole Year,13.97,295.03,607.2,138.1
Grapes,Maharashtra,Rabi,40.66,556.68,590.6,175.3
Potato,Haryana,Zaid,11.84,277.9,637.9,123.5
Wheat,Haryana,Whole Year,13.27,44.93,260.9,143.5
Banana,Maharashtra,Whole Year,5.65,172.76,1076.7,184.4
Potato,Tamil Nadu,Zaid,13.64,297.78,702.3,159.2
Cotton,Haryana,Zaid,16.22,27.82,506.9,103.1
Potato,Goa,Whole Year,10.82,219.66,622.1,146.0
Apple,Karnataka,Kharif,16.89,210.82,907.6,101.1
Cotton,Goa,Zaid,29.73,75.87,813.0,83.6
Chickpea,Rajasthan,Whole Year,33.91,60.39,445.5,47.9
Cotton,Uttar Pradesh,Whole Year,39.36,110.95,633.8,122.4
Wheat,Gujarat,Rabi,28.24,115.61,401.9,100.6
Cotton,Haryana,Zaid,6.94,12.59,589.5,115.8
Rice,Uttar Pradesh,Whole Year,38.3,175.1,1351.7,126.9
Tomato,Rajasthan,Zaid,6.34,124.27,387.1,153.8
Grapes,Karnataka,Kharif,38.27,501.36,592.6,149.1
Maize,Madhya Pradesh,Zaid,14.11,73.87,558.7,114.0
Wheat,Karnataka,Whole Year,19.18,85.84,598.7,167.9
Cotton,Maharashtra,Zaid,39.88,106.33,796.9,73.5
Banana,Madhya Pradesh,Zaid,5.14,214.29,1230.6,221.7
Maize,Maharashtra,Zaid,39.48,197.67,759.4,123.6
Rice,Goa,Rabi,8.11,30.9,1128.8,132.9
Apple,Madhya Pradesh,Kharif,31.9,330.14,817.8,93.6
Apple,Karnataka,Zaid,39.91,353.27,763.2,59.9
Chickpea,Tamil Nadu,Zaid,24.9,45.77,684.3,37.3
Cotton,Punjab,Zaid,33.5,93.04,841.0,96.0
Rice,Tamil Nadu,Kharif,43.58,144.18,966.6,105.6
Apple,Haryana,Whole Year,47.7,680.28,1101.6,128.4
Wheat,Tamil Nadu,Kharif,7.55,31.52,526.6,160.8
Cotton,Uttar Pradesh,Rabi,42.48,90.71,873.1,119.5
Tomato,Haryana,Rabi,47.46,1034.5,718.7,184.9
Chickpea,Madhya Pradesh,Zaid,41.69,82.47,436.7,72.3
Chickpea,Goa,Whole Year,34.31,65.19,332.6,66.5
Tomato,Uttar Pradesh,Rabi,18.4,441.98,606.5,193.7
Potato,Uttar Pradesh,Zaid,32.2,670.22,753.2,129.3
Cotton,Haryana,Kharif,29.89,82.04,1131.4,81.1
Chickpea,Haryana,Kharif,38.94,84.97,547.6,67.7
Maize,Uttar Pradesh,Kharif,35.2,150.27,729.2,85.1
Chickpea,Gujarat,Zaid,19.91,42.49,519.7,40.0
Potato,Madhya Pradesh,Kharif,40.52,622.47,591.8,139.5
Wheat,Madhya Pradesh,Whole Year,4.38,16.5,616.8,85.3
Potato,Madhya Pradesh,Whole Year,6.0,100.46,452.0,151.2
Tomato,Uttar Pradesh,Whole Year,47.82,1114.33,750.1,187.4
Banana,Haryana,Rabi,11.96,438.9,1014.5,205.2
Tomato,Maharashtra,Zaid,38.69,627.79,609.1,128.6
Banana,Maharashtra,Zaid,18.13,618.78,1147.1,195.6
Banana,Rajasthan,Rabi,45.14,1777.62,1350.8,177.4
Apple,Goa,Rabi,31.54,334.18,828.2,95.7
Banana,Punjab,Rabi,25.63,697.42,990.0,192.2
Chickpea,Karnataka,Whole Year,47.24,110.69,495.3,71.5
Maize,Goa,Whole Year,20.4,77.76,645.8,102.5
Potato,Tamil Nadu,Kharif,30.4,544.44,501.0,142.0
Apple,Rajasthan,Whole Year,40.94,572.89,823.5,100.7
Rice,Gujarat,Rabi,37.91,163.34,1175.0,167.4
Tomato,Goa,Kharif,46.41,1261.57,1028.5,179.0
Tomato,Maharashtra,Zaid,2.08,49.53,808.8,145.4
Maize,Tamil Nadu,Zaid,26.66,123.44,657.3,85.1
Grapes,Uttar Pradesh,Rabi,42.91,531.69,462.4,94.4
Cotton,Gujarat,Kharif,33.91,69.94,596.4,98.8
Apple,Goa,Whole Year,30.43,438.76,910.3,128.8
Maize,Gujarat,Rabi,30.0,133.72,578.5,95.2
Maize,Rajasthan,Rabi,47.17,167.39,522.2,119.2
Wheat,Gujarat,Kharif,26.74,125.86,361.3,169.1
Cotton,Haryana,Rabi,49.39,110.84,799.5,78.0
Chickpea,Gujarat,Zaid,33.97,54.24,230.6,20.0
Maize,Tamil Nadu,Rabi,16.11,51.95,849.5,91.9
Apple,Karnataka,Zaid,32.92,360.85,693.6,114.1
Banana,Uttar Pradesh,Zaid,31.17,907.12,1485.4,173.4
Rice,Karnataka,Rabi,11.18,45.24,741.0,116.9
Potato,Haryana,Kharif,29.03,651.76,620.5,160.0
Potato,Goa,Whole Year,39.42,735.83,632.9,153.7
Apple,Gujarat,Rabi,15.15,177.05,826.1,114.1
Maize,Uttar Pradesh,Kharif,49.71,216.29,741.6,130.3
Potato,Punjab,Whole Year,3.04,49.15,824.7,115.0
Tomato,Maharashtra,Whole Year,23.28,442.15,776.4,184.7
Potato,Haryana,Rabi,9.0,206.45,638.2,181.3
Banana,Maharashtra,Whole Year,47.8,1268.3,1305.6,195.4
Rice,Goa,Rabi,27.08,81.65,809.1,107.5
Chickpea,Punjab,Rabi,14.09,28.56,359.3,61.8
Maize,Maharashtra,Whole Year,2.33,11.68,832.8,88.6
Rice,Uttar Pradesh,Rabi,32.01,80.25,948.4,145.3
Rice,Rajasthan,Zaid,3.39,10.4,981.2,134.6
Rice,Rajasthan,Whole Year,21.82,66.15,1215.2,106.1
Potato,Karnataka,Kharif,5.18,91.34,632.7,161.7
Grapes,Uttar Pradesh,Zaid,37.84,602.36,894.8,156.1
Cotton,Punjab,Rabi,45.63,115.8,893.3,83.9
Wheat,Madhya Pradesh,Whole Year,16.08,41.63,454.2,126.8
Wheat,Punjab,Whole Year,22.66,91.77,329.1,110.5
Banana,Madhya Pradesh,Zaid,45.66,1556.06,1157.5,193.9
Apple,Haryana,Rabi,5.25,76.92,1133.0,78.2
Apple,Gujarat,Whole Year,15.68,208.35,1002.5,140.5
Wheat,Haryana,Zaid,11.17,41.08,397.9,170.4
Chickpea,Tamil Nadu,Zaid,47.24,74.76,528.4,35.0
Banana,Madhya Pradesh,Whole Year,37.27,1294.37,959.7,196.1
Rice,Madhya Pradesh,Kharif,29.78,110.99,860.2,82.1
Banana,Karnataka,Rabi,29.72,1162.09,1256.1,229.5
Banana,Gujarat,Rabi,46.01,1424.02,1084.1,186.7
Rice,Uttar Pradesh,Kharif,18.42,60.8,1037.9,82.2
Cotton,Tamil Nadu,Rabi,8.52,20.9,1035.3,66.7
Cotton,Maharashtra,Rabi,38.39,85.51,726.9,107.3
Maize,Madhya Pradesh,Whole Year,29.99,161.04,722.9,125.7
Chickpea,Gujarat,Zaid,44.33,84.76,374.3,44.9
Maize,Madhya Pradesh,Zaid,10.03,33.0,838.6,78.4
Apple,Karnataka,Kharif,42.78,551.52,802.8,116.0
Rice,Maharashtra,Zaid,12.06,36.82,1023.0,142.7
Maize,Haryana,Kharif,14.28,38.27,590.7,87.6
Banana,Uttar Pradesh,Whole Year,11.69,364.56,1216.5,228.2
Banana,Gujarat,Rabi,33.35,1259.26,1094.8,236.4
Apple,Rajasthan,Whole Year,17.88,142.32,597.3,79.4
Maize,Rajasthan,Whole Year,10.94,49.16,834.7,98.8
Maize,Punjab,Whole Year,44.47,206.77,398.5,113.5
Chickpea,Madhya Pradesh,Rabi,46.93,99.32,432.1,55.6
Grapes,Haryana,Kharif,41.36,668.36,823.2,171.2
Apple,Maharashtra,Kharif,21.05,199.44,1048.3,74.9
Potato,Tamil Nadu,Kharif,16.59,280.56,604.2,198.7
Wheat,Gujarat,Whole Year,25.81,93.12,308.4,99.2
Tomato,Tamil Nadu,Zaid,46.96,920.01,564.6,159.8
Cotton,Haryana,Zaid,46.97,98.16,888.4,55.8
Banana,Gujarat,Rabi,2.51,77.13,1006.8,190.5
Chickpea,Rajasthan,Zaid,49.73,91.18,497.7,39.6
Chickpea,Uttar Pradesh,Zaid,31.83,42.32,377.3,69.8
Banana,Tamil Nadu,Kharif,9.4,276.83,1059.6,224.8
Cotton,Madhya Pradesh,Zaid,49.14,100.73,845.3,88.9
Potato,Tamil Nadu,Whole Year,10.52,221.15,541.3,136.5
Potato,Punjab,Rabi,27.77,406.17,454.8,149.9
Rice,Haryana,Whole Year,11.03,41.33,1035.7,113.7
Apple,Goa,Zaid,43.35,470.63,773.7,103.1
Chickpea,Haryana,Rabi,16.26,26.79,278.1,68.3
Wheat,Gujarat,Zaid,2.88,11.98,631.3,144.9
Grapes,Karnataka,Zaid,10.57,158.35,451.7,129.7
Banana,Maharashtra,Whole Year,4.25,184.36,1584.8,233.0
Grapes,Tamil Nadu,Zaid,13.75,139.05,512.0,138.7
Wheat,Tamil Nadu,Rabi,26.15,136.52,852.6,134.4
Chickpea,Uttar Pradesh,Zaid,20.85,42.06,486.8,77.9
Tomato,Tamil Nadu,Whole Year,26.0,472.6,864.4,99.4
Grapes,Maharashtra,Kharif,23.64,318.04,601.5,122.5
Potato,Gujarat,Whole Year,46.97,744.92,602.1,132.1
Cotton,Madhya Pradesh,Rabi,14.22,28.34,576.9,92.5
Potato,Madhya Pradesh,Zaid,15.37,259.47,503.8,122.6
Chickpea,Madhya Pradesh,Whole Year,8.76,15.58,326.6,20.0
Tomato,Punjab,Kharif,29.39,769.48,1016.7,124.7
Wheat,Tamil Nadu,Kharif,19.1,74.11,381.9,117.6
Banana,Gujarat,Rabi,16.06,432.04,899.7,163.8
Wheat,Haryana,Whole Year,24.88,90.09,514.2,126.6
Potato,Madhya Pradesh,Whole Year,18.55,275.66,375.7,181.8
Cotton,Goa,Kharif,4.68,8.16,625.8,102.2
Wheat,Rajasthan,Kharif,44.82,168.31,342.0,133.1
Rice,Tamil Nadu,Zaid,45.17,96.58,870.8,102.5
Potato,Karnataka,Kharif,13.99,233.09,412.9,153.5
Apple,Uttar Pradesh,Rabi,14.59,165.04,869.0,87.2
Maize,Madhya Pradesh,Whole Year,23.86,116.57,590.8,114.8
Cotton,Tamil Nadu,Zaid,48.98,110.22,766.0,43.8
Rice,Karnataka,Whole Year,33.65,101.13,853.8,131.9
Tomato,Maharashtra,Zaid,44.27,843.02,839.9,134.8
Rice,Punjab,Whole Year,47.79,230.82,1039.6,126.4
Apple,Gujarat,Rabi,28.01,255.47,778.3,107.8
Maize,Karnataka,Kharif,19.27,52.54,682.1,103.1
Apple,Punjab,Kharif,25.6,275.84,944.6,82.2
Tomato,Gujarat,Rabi,18.11,430.21,516.2,184.2
Potato,Maharashtra,Zaid,25.56,392.8,743.5,172.8
Banana,Tamil Nadu,Whole Year,36.43,987.89,1099.7,207.9
Banana,Goa,Kharif,35.17,1325.49,1064.3,189.7
Maize,Punjab,Rabi,41.13,149.44,527.1,122.8
Cotton,Maharashtra,Kharif,18.18,45.14,789.1,80.5
Tomato,Punjab,Zaid,22.85,501.6,757.7,177.3
Grapes,Haryana,Rabi,2.97,40.21,843.8,95.7
Rice,Maharashtra,Rabi,34.24,166.63,1029.4,158.9
Cotton,Karnataka,Whole Year,18.1,34.79,585.2,105.2
Wheat,Punjab,Rabi,2.57,9.21,368.9,125.8
Potato,Goa,Zaid,27.3,475.42,600.9,115.8
Maize,Tamil Nadu,Zaid,17.64,77.54,991.0,84.9
Rice,Haryana,Zaid,29.49,92.36,755.6,99.6
Chickpea,Madhya Pradesh,Kharif,20.87,37.59,567.5,43.5
Maize,Tamil Nadu,Whole Year,19.82,89.98,950.6,80.2
Banana,Tamil Nadu,Kharif,2.95,110.04,1224.7,193.6
Banana,Karnataka,Kharif,19.77,600.75,1223.7,164.3
Grapes,Madhya Pradesh,Whole Year,12.84,173.61,539.0,152.7
Grapes,Karnataka,Kharif,17.48,168.92,834.6,181.6
Apple,Punjab,Whole Year,16.67,189.69,889.0,128.9
Potato,Tamil Nadu,Rabi,3.69,53.46,457.6,124.8
Chickpea,Rajasthan,Whole Year,18.29,23.92,246.8,21.8
Banana,Uttar Pradesh,Whole Year,37.56,1448.46,1207.5,208.1
Apple,Madhya Pradesh,Whole Year,36.51,443.36,704.0,98.3
Wheat,Karnataka,Rabi,35.14,113.01,597.0,104.9
Cotton,Punjab,Whole Year,16.79,38.8,745.8,72.8
Tomato,Gujarat,Zaid,7.95,226.07,753.0,164.4
Maize,Tamil Nadu,Whole Year,40.77,119.74,544.2,64.1
Cotton,Tamil Nadu,Zaid,21.94,47.41,692.1,45.7
Tomato,Haryana,Zaid,17.6,269.88,700.0,145.2
Grapes,Goa,Rabi,29.07,451.65,580.7,120.1
Rice,Haryana,Zaid,10.33,38.28,931.7,78.1
Wheat,Rajasthan,Whole Year,28.24,121.96,200.0,118.9
Chickpea,Karnataka,Kharif,25.25,37.01,580.4,68.4
Cotton,Goa,Zaid,12.86,27.28,684.0,127.8
Banana,Punjab,Rabi,35.07,1203.43,1342.0,182.4
Cotton,Rajasthan,Rabi,38.35,85.48,811.4,102.0
Potato,Haryana,Whole Year,2.63,38.56,871.8,126.3
Grapes,Gujarat,Zaid,22.46,407.89,706.5,150.3
Chickpea,Tamil Nadu,Zaid,24.45,50.29,429.4,84.7
Cotton,Rajasthan,Whole Year,19.34,39.37,790.2,134.1
Cotton,Rajasthan,Whole Year,22.73,48.9,604.3,80.4
Potato,Goa,Kharif,20.38,295.16,581.8,176.6
Chickpea,Haryana,Whole Year,8.01,10.73,200.0,75.5
Banana,Uttar Pradesh,Rabi,41.5,1547.9,1237.8,195.5
Potato,Tamil Nadu,Zaid,42.05,821.67,864.0,148.3
Banana,Maharashtra,Rabi,30.49,953.25,1318.0,225.9
Maize,Gujarat,Rabi,5.7,24.22,1018.5,105.8
Maize,Punjab,Whole Year,5.55,21.06,725.6,93.1
Rice,Uttar Pradesh,Kharif,26.54,107.14,927.5,100.2
Rice,Haryana,Kharif,5.83,14.42,800.8,116.6
Chickpea,Maharashtra,Kharif,23.39,49.07,416.5,105.2
Rice,Haryana,Whole Year,37.67,157.52,1048.1,100.7
Rice,Goa,Rabi,36.24,98.58,1068.8,103.7
Maize,Rajasthan,Zaid,10.34,45.66,740.3,160.6
Chickpea,Karnataka,Whole Year,34.71,55.82,373.5,42.6
Potato,Haryana,Whole Year,17.58,269.67,585.3,88.8
Rice,Haryana,Rabi,37.7,116.8,921.5,132.2
Cotton,Maharashtra,Kharif,1.87,3.9,558.1,89.8
Apple,Maharashtra,Zaid,37.35,475.12,1068.1,53.5
Banana,Goa,Kharif,7.67,268.47,1299.2,176.8
