N,P,K,temperature,humidity,ph,rainfall,label
24.5,138.4,203.1,24.18,85.58,5.84,69.75,grapes
24.3,133.3,200.6,28.17,85.4,5.8,68.44,grapes
23.2,131.3,201.8,18.41,84.4,6.16,69.5,grapes
26.5,131.9,200.4,23.71,86.11,5.74,69.39,grapes
26.0,134.7,202.5,22.78,87.47,5.89,72.21,grapes
27.7,128.7,200.5,24.71,86.04,5.96,69.49,grapes
29.6,132.1,201.4,23.72,87.78,5.89,68.98,grapes
30.1,130.6,202.7,30.05,84.74,5.7,69.97,grapes
25.3,137.4,202.6,21.12,86.34,6.13,71.79,grapes
26.7,124.4,199.7,18.45,84.66,6.16,70.51,grapes
28.8,133.9,197.8,10.72,85.25,5.96,68.37,grapes
19.3,129.4,199.7,28.77,85.31,6.27,68.27,grapes
27.9,132.7,201.2,22.53,86.79,6.05,68.87,grapes
25.0,131.5,200.8,18.31,84.95,6.07,70.06,grapes
29.5,135.7,200.0,26.23,85.49,6.07,66.96,grapes
24.0,126.3,202.1,24.66,84.68,6.15,70.7,grapes
21.2,132.2,199.4,15.11,83.85,5.97,69.81,grapes
20.1,137.3,199.8,25.21,85.67,5.87,70.76,grapes
23.8,128.8,201.0,33.45,86.21,6.15,69.13,grapes
19.7,138.7,203.4,33.74,84.44,5.81,68.22,grapes
19.4,132.1,202.7,24.2,85.5,6.23,69.33,grapes
31.8,140.8,199.8,21.73,86.16,5.94,68.07,grapes
29.3,137.6,200.3,17.84,82.95,6.02,69.17,grapes
97.7,21.8,51.2,26.19,83.35,6.44,52.53,watermelon
103.0,23.9,50.7,26.42,85.9,6.68,48.92,watermelon
100.1,21.3,52.7,25.86,84.86,6.73,42.69,watermelon
90.5,20.3,50.0,25.8,85.11,6.6,47.29,watermelon
103.8,21.6,52.0,26.51,85.41,6.55,44.92,watermelon
96.5,16.7,51.8,25.19,86.33,6.5,49.41,watermelon
101.7,15.9,49.3,24.65,84.59,6.42,48.28,watermelon
102.8,20.2,50.4,26.0,85.96,6.45,48.46,watermelon
102.1,19.9,52.3,26.1,84.1,6.48,52.24,watermelon
107.1,21.4,49.9,24.87,83.34,6.55,51.14,watermelon
92.7,17.7,51.1,24.92,86.84,6.44,54.19,watermelon
96.4,13.2,49.2,25.45,84.35,6.46,51.11,watermelon
98.9,17.2,47.2,25.7,84.85,6.77,46.87,watermelon
87.9,20.1,50.6,25.0,82.45,6.76,54.71,watermelon
83.4,15.6,52.8,25.26,84.18,6.45,46.26,watermelon
88.6,21.9,46.9,25.62,86.48,6.26,46.92,watermelon
108.1,19.7,49.0,26.1,87.01,6.54,47.0,watermelon
97.2,18.7,49.7,25.97,82.45,6.25,50.6,watermelon
96.7,14.9,47.1,25.51,84.91,6.61,50.23,watermelon
99.1,22.4,47.8,25.77,82.21,6.36,45.96,watermelon
105.2,17.2,50.0,24.95,84.5,6.37,51.28,watermelon
93.4,23.0,47.2,25.1,87.8,6.43,45.62,watermelon
101.5,15.5,48.6,24.95,89.61,6.46,43.58,watermelon
110.0,20.0,48.7,25.03,86.12,6.46,43.58,watermelon
111.9,15.7,52.5,26.14,83.33,6.67,47.83,watermelon
87.6,15.7,50.7,25.27,84.49,6.69,50.35,watermelon
94.4,20.4,50.3,24.24,85.71,6.57,50.07,watermelon
105.9,14.7,50.6,24.72,85.68,6.83,46.68,watermelon
94.9,14.5,50.2,24.97,85.7,6.64,51.78,watermelon
88.2,21.6,51.6,25.92,85.62,6.54,53.44,watermelon
112.8,13.5,51.8,25.46,84.78,6.24,49.05,watermelon
93.4,15.6,48.2,25.28,84.32,6.52,44.62,watermelon
90.4,19.0,48.7,26.04,85.38,6.6,54.7,watermelon
97.9,15.1,51.5,25.75,84.69,6.73,49.29,watermelon
100.2,17.6,48.4,25.54,87.33,6.57,50.1,watermelon
98.9,18.9,51.2,25.8,84.45,6.55,51.6,watermelon
93.3,18.2,46.4,25.74,86.1,6.62,48.68,watermelon
102.1,23.4,52.4,25.49,85.23,6.69,45.0,watermelon
97.8,23.1,51.6,25.68,82.49,6.49,48.03,watermelon
102.2,14.1,48.3,24.47,87.04,6.43,50.52,watermelon
100.0,13.1,47.9,25.0,83.79,6.56,47.35,watermelon
111.6,21.8,51.3,25.44,87.52,6.46,49.9,watermelon
101.1,20.4,51.1,25.26,84.11,6.61,52.38,watermelon
97.4,10.9,49.7,25.81,88.01,6.3,48.58,watermelon
97.4,23.1,49.9,25.05,85.93,6.43,45.92,watermelon
94.0,24.7,50.6,25.55,84.58,6.55,50.93,watermelon
101.9,18.0,51.4,25.51,83.37,6.4,43.4,watermelon
113.5,21.1,48.6,25.36,83.94,6.76,45.27,watermelon
100.8,17.0,51.4,25.45,82.07,6.46,46.76,watermelon
100.5,23.5,47.1,25.1,84.08,6.44,52.47,watermelon
98.8,19.2,49.0,25.61,86.3,6.38,52.6,watermelon
100.3,21.9,49.7,25.69,84.93,6.48,50.86,watermelon
103.6,12.3,52.4,24.57,83.86,6.48,51.37,watermelon
110.5,9.8,49.2,24.44,85.05,6.55,55.3,watermelon
100.8,21.9,51.0,25.28,82.65,6.55,45.03,watermelon
108.6,16.8,52.0,25.26,85.45,6.53,49.85,watermelon
97.1,19.1,48.5,24.9,87.07,6.62,50.22,watermelon
111.1,16.4,52.2,25.59,83.29,6.81,53.3,watermelon
99.2,20.5,49.3,25.91,81.01,6.33,53.26,watermelon
98.3,18.4,47.8,26.42,86.98,6.47,48.65,watermelon
106.9,25.8,51.6,26.59,83.46,6.36,46.04,watermelon
102.9,18.2,49.7,25.9,87.05,6.25,48.01,watermelon
105.5,15.6,48.7,26.01,82.85,6.45,51.1,watermelon
96.2,20.8,49.1,26.2,84.79,6.61,52.49,watermelon
95.8,8.9,50.6,25.54,85.93,6.46,48.57,watermelon
113.4,11.4,51.2,25.21,84.44,6.45,47.32,watermelon
103.8,23.3,50.8,25.55,83.36,6.59,57.19,watermelon
97.5,15.9,49.1,25.26,80.42,6.57,47.18,watermelon
89.3,20.6,48.2,25.33,87.44,6.27,44.89,watermelon
101.8,22.3,47.4,25.7,85.97,6.16,52.66,watermelon
105.8,16.2,52.1,26.07,85.17,6.42,46.76,watermelon
99.7,19.9,49.5,24.4,87.11,6.53,48.73,watermelon
105.7,23.9,45.3,25.72,82.62,6.58,50.43,watermelon
104.2,15.4,46.9,25.27,85.68,6.67,46.09,watermelon
106.8,14.8,50.6,25.25,85.3,6.65,45.91,watermelon
95.5,18.3,54.0,25.07,88.4,6.83,49.68,watermelon
98.0,14.6,49.9,24.8,84.87,6.75,47.96,watermelon
98.4,10.4,50.6,25.63,85.11,6.46,49.02,watermelon
103.3,17.4,50.5,25.61,86.87,6.61,50.64,watermelon
110.1,19.3,52.2,25.8,81.93,6.72,50.45,watermelon
99.7,18.7,49.4,25.61,84.01,6.71,49.62,watermelon
97.4,13.6,50.4,25.59,85.65,6.33,44.66,watermelon
104.2,23.7,48.3,26.29,85.47,6.5,48.67,watermelon
90.8,21.6,48.7,25.11,86.65,6.19,44.92,watermelon
99.9,18.7,50.8,25.35,89.22,6.46,49.23,watermelon
94.7,18.0,51.0,26.1,82.52,6.46,51.49,watermelon
103.9,17.5,50.9,25.1,87.6,6.67,45.52,watermelon
92.8,13.1,51.1,24.86,84.45,6.58,49.78,watermelon
101.7,13.1,51.0,25.19,84.46,6.54,50.34,watermelon
100.2,14.4,49.5,25.5,82.71,6.42,51.29,watermelon
91.5,22.3,52.1,24.88,87.26,6.48,51.4,watermelon
96.7,21.3,50.7,25.09,83.06,6.26,50.63,watermelon
103.8,20.2,49.8,24.92,83.86,6.69,48.38,watermelon
101.0,13.0,50.6,25.27,86.74,6.63,48.35,watermelon
99.2,15.2,47.6,25.07,85.33,6.55,50.5,watermelon
98.0,21.4,50.1,25.85,82.04,5.85,50.95,watermelon
90.5,16.6,49.5,26.29,85.67,6.53,52.79,watermelon
102.5,15.6,51.8,24.95,85.54,6.24,50.68,watermelon
101.3,24.5,47.4,25.2,86.37,6.56,50.6,watermelon
93.6,15.0,52.1,25.47,85.63,6.48,46.06,watermelon
106.2,19.6,53.8,27.99,93.19,6.2,25.26,muskmelon
106.5,8.9,49.7,28.22,91.92,6.39,26.87,muskmelon
99.1,18.4,50.2,28.5,91.59,6.48,25.49,muskmelon
102.6,14.1,49.2,28.41,91.22,6.15,24.0,muskmelon
103.5,14.8,48.3,28.09,92.12,6.31,28.61,muskmelon
107.0,21.8,51.9,28.0,91.48,6.22,27.22,muskmelon
96.4,12.3,49.3,28.38,92.72,6.38,23.62,muskmelon
104.6,14.8,49.7,28.84,91.97,6.28,25.99,muskmelon
94.3,15.9,50.9,29.53,93.0,6.41,25.88,muskmelon
92.8,18.0,50.0,28.66,92.6,6.39,24.48,muskmelon
100.4,12.4,49.5,29.2,92.77,6.35,28.16,muskmelon
90.9,12.9,52.9,28.52,92.3,6.21,25.75,muskmelon
103.6,12.9,49.8,28.33,92.71,6.22,27.09,muskmelon
106.1,16.0,49.6,28.43,91.85,6.3,24.55,muskmelon
110.8,21.4,51.6,28.68,91.57,6.35,26.62,muskmelon
91.6,20.2,53.9,29.03,93.68,6.38,26.61,muskmelon
95.2,20.8,51.1,28.64,93.6,6.29,24.69,muskmelon
100.6,13.2,50.4,27.64,93.37,6.36,24.13,muskmelon
94.4,16.5,51.1,28.77,91.91,6.25,26.09,muskmelon
95.2,17.7,50.2,28.66,93.22,6.2,21.81,muskmelon
96.2,25.0,53.4,29.42,92.34,6.14,21.09,muskmelon
95.9,16.7,52.2,28.93,92.69,6.25,23.4,muskmelon
101.7,20.4,50.7,27.98,93.04,6.4,23.22,muskmelon
94.8,20.4,49.6,29.29,92.92,6.29,24.98,muskmelon
100.4,14.5,48.5,28.85,93.2,6.42,27.53,muskmelon
96.4,24.5,48.5,27.99,91.03,6.3,24.16,muskmelon
103.5,18.5,48.0,28.3,92.19,6.14,23.37,muskmelon
94.9,23.5,50.3,28.83,91.25,6.49,27.17,muskmelon
86.7,14.6,50.8,28.82,91.93,6.31,24.0,muskmelon
100.7,22.5,48.7,29.0,91.85,6.25,26.36,muskmelon
106.1,21.0,47.8,28.27,93.19,6.35,23.21,muskmelon
103.1,14.5,53.0,29.27,93.0,6.51,25.11,muskmelon
105.1,23.7,50.4,28.37,91.08,6.34,26.37,muskmelon
106.3,19.6,49.1,27.51,92.09,6.31,24.48,muskmelon
104.1,25.8,50.2,28.39,92.28,6.36,23.62,muskmelon
100.8,19.4,50.3,28.73,92.86,6.14,26.06,muskmelon
95.5,12.9,48.2,28.72,92.31,6.15,25.8,muskmelon
90.4,18.1,50.4,28.94,93.98,6.19,24.91,muskmelon
98.2,19.3,50.4,28.32,92.13,6.22,26.65,muskmelon
103.1,21.3,49.5,28.17,91.6,6.39,23.27,muskmelon
112.3,12.1,50.5,29.28,93.0,6.37,23.39,muskmelon
90.8,20.7,52.5,28.28,91.55,6.06,23.37,muskmelon
99.2,24.2,51.1,28.65,92.17,6.28,27.34,muskmelon
101.3,8.7,48.9,28.07,92.04,6.42,24.82,muskmelon
99.5,23.0,48.8,29.43,91.94,6.36,24.53,muskmelon
100.8,19.4,50.7,28.12,91.56,6.64,24.19,muskmelon
104.7,10.8,49.5,28.44,92.89,6.03,25.28,muskmelon
92.3,18.9,48.3,28.07,92.27,6.23,24.21,muskmelon
92.0,9.9,51.7,27.85,92.35,6.44,23.98,muskmelon
94.5,18.4,51.9,27.92,92.37,6.15,24.34,muskmelon
100.2,13.9,49.2,27.8,92.56,6.47,23.17,muskmelon
95.8,19.6,52.0,27.75,92.36,6.38,24.83,muskmelon
83.5,19.6,52.5,28.56,91.64,6.29,27.95,muskmelon
106.1,20.2,50.6,28.17,92.33,6.34,25.92,muskmelon
110.1,22.2,47.6,28.61,93.11,6.42,23.95,muskmelon
119.4,12.2,48.2,28.62,94.26,6.25,24.56,muskmelon
107.2,17.4,49.4,28.78,92.73,6.47,27.15,muskmelon
102.0,18.7,50.4,28.74,92.55,6.35,26.99,muskmelon
110.1,11.2,50.0,28.16,92.24,6.4,26.12,muskmelon
99.3,9.5,48.4,28.95,90.22,6.49,25.87,muskmelon
108.8,16.7,46.6,28.72,93.56,6.46,23.9,muskmelon
100.6,15.3,48.6,28.98,91.5,6.25,23.16,muskmelon
90.1,18.1,51.9,28.41,91.25,6.45,27.81,muskmelon
95.7,15.5,50.9,29.31,92.07,6.19,26.05,muskmelon
105.3,17.5,49.1,29.0,92.94,6.26,25.08,muskmelon
91.0,20.4,49.6,28.28,92.47,6.35,26.49,muskmelon
103.9,16.8,51.3,28.7,92.14,6.34,24.75,muskmelon
103.4,16.0,49.3,29.48,93.28,6.26,25.95,muskmelon
100.8,19.1,50.2,29.09,92.79,6.34,26.74,muskmelon
101.6,18.0,50.5,28.45,92.51,6.28,23.75,muskmelon
93.3,11.7,48.5,28.41,92.59,6.32,21.07,muskmelon
110.5,22.0,50.7,29.45,91.69,6.57,23.39,muskmelon
101.6,12.2,50.0,28.69,92.37,6.43,25.17,muskmelon
96.5,15.1,51.4,28.17,93.26,6.49,22.22,muskmelon
107.6,26.1,50.4,28.8,93.36,6.32,25.3,muskmelon
91.2,18.1,50.8,28.76,93.39,6.26,24.11,muskmelon
112.6,16.9,50.3,28.47,91.82,6.54,24.12,muskmelon
92.5,15.6,46.7,28.17,91.69,6.42,23.88,muskmelon
105.9,23.3,51.3,28.39,92.62,6.17,24.78,muskmelon
94.3,20.4,54.3,28.75,90.84,6.31,25.2,muskmelon
100.6,14.5,50.4,27.88,91.71,6.43,23.31,muskmelon
103.6,11.8,52.9,28.11,92.31,6.39,24.06,muskmelon
101.0,19.9,51.6,28.9,92.36,6.33,28.92,muskmelon
106.3,13.7,50.2,28.33,92.39,6.21,24.31,muskmelon
112.1,19.9,45.8,29.11,93.41,6.31,26.2,muskmelon
94.3,15.5,52.5,28.36,90.94,6.34,24.87,muskmelon
108.0,17.6,49.3,29.02,92.6,6.26,26.92,muskmelon
101.3,17.5,50.3,27.96,92.06,6.35,24.68,muskmelon
108.5,18.4,51.4,28.5,93.38,6.4,25.02,muskmelon
99.9,13.5,50.8,28.48,92.08,6.48,22.92,muskmelon
97.2,21.8,50.5,28.48,92.71,6.37,22.47,muskmelon
97.7,24.2,48.9,28.34,92.05,6.34,24.03,muskmelon
103.2,18.3,51.3,27.97,92.22,6.32,25.76,muskmelon
94.7,21.3,52.0,28.01,92.09,6.29,29.39,muskmelon
97.1,24.5,47.9,28.01,91.93,6.25,24.55,muskmelon
95.3,14.1,51.9,29.11,93.29,6.41,25.15,muskmelon
96.7,13.5,50.6,27.91,91.67,6.48,28.17,muskmelon
102.6,22.1,49.6,27.83,93.01,6.42,25.12,muskmelon
98.4,21.5,48.4,28.11,91.66,6.36,23.19,muskmelon
95.4,14.6,49.6,27.76,92.57,6.5,25.23,muskmelon
30.1,138.1,201.3,22.54,92.52,6.13,110.87,apple
18.7,134.6,198.1,22.02,92.5,5.98,106.62,apple
25.6,136.5,198.1,23.14,91.2,6.35,110.79,apple
25.5,124.6,199.9,22.61,92.43,5.91,108.56,apple
28.8,132.6,202.6,22.24,92.14,6.14,105.74,apple
21.0,137.1,198.0,21.59,94.06,5.77,113.27,apple
25.2,120.8,199.6,22.72,92.8,6.15,110.89,apple
27.4,129.6,197.6,21.85,91.28,6.17,106.19,apple
25.9,131.4,199.8,23.18,92.13,6.1,112.66,apple
24.5,142.1,197.6,23.14,93.05,5.92,119.29,apple
18.8,130.3,198.0,22.71,91.57,6.07,111.72,apple
23.4,134.1,199.6,21.96,94.83,5.92,103.26,apple
22.2,127.2,201.4,22.66,92.83,5.94,111.34,apple
23.8,132.2,201.4,22.67,92.92,6.08,116.19,apple
26.0,134.0,202.0,22.17,91.79,5.8,113.26,apple
18.8,134.4,199.8,23.07,91.94,5.97,117.18,apple
29.6,129.7,200.3,22.65,92.81,5.96,117.84,apple
18.7,130.7,200.7,22.73,93.63,6.2,111.31,apple
29.3,129.5,201.6,23.41,93.51,6.02,111.12,apple
19.9,133.8,198.1,22.1,91.51,5.92,112.38,apple
25.9,130.0,201.8,22.4,91.84,6.04,120.68,apple
26.1,131.0,197.5,22.39,92.7,5.94,105.56,apple
22.2,138.6,202.4,22.06,93.06,5.8,118.35,apple
25.8,136.5,197.1,22.84,92.49,6.14,116.31,apple
25.2,130.0,201.3,22.47,91.77,5.85,106.35,apple
23.3,137.1,200.3,22.24,93.17,5.86,112.9,apple
24.4,135.7,197.4,22.07,91.13,5.96,117.55,apple
23.3,130.4,201.5,23.03,92.43,6.11,108.01,apple
29.6,141.5,200.9,21.46,92.03,6.1,110.74,apple
29.2,135.0,198.8,22.52,91.76,5.97,110.19,apple
28.9,141.3,197.6,21.54,92.3,5.75,112.69,apple
27.5,138.7,200.3,22.4,90.85,6.0,112.8,apple
27.1,129.5,199.3,21.76,90.59,5.82,105.96,apple
26.1,130.3,199.1,22.01,89.81,6.25,108.33,apple
23.6,126.4,201.6,22.57,91.81,5.93,119.49,apple
24.8,131.7,198.4,21.55,92.37,6.05,117.08,apple
17.5,127.8,199.0,22.5,92.38,5.98,114.2,apple
22.0,136.4,200.7,22.34,93.83,6.26,116.39,apple
14.9,139.1,201.3,23.5,93.53,6.26,116.16,apple
29.5,140.8,200.4,21.71,92.24,6.06,112.81,apple
20.8,125.7,198.8,22.9,93.82,6.15,116.91,apple
24.7,125.2,199.2,22.37,92.09,6.01,114.34,apple
27.8,131.3,196.8,22.26,92.54,6.2,110.13,apple
26.7,133.7,200.1,22.97,91.95,5.9,112.45,apple
22.9,134.6,198.8,22.61,92.42,6.04,110.58,apple
23.9,132.9,200.3,22.5,93.92,5.83,112.23,apple
19.8,134.1,198.1,22.36,92.19,6.05,110.2,apple
23.0,138.5,200.5,22.22,92.29,6.27,111.52,apple
22.7,129.6,199.1,22.2,91.43,5.81,109.04,apple
27.0,130.9,199.7,23.14,93.58,5.95,109.87,apple
22.1,135.4,199.7,22.31,91.82,5.87,113.83,apple
20.6,136.6,199.1,22.43,91.39,6.0,111.13,apple
24.8,138.6,200.3,22.1,91.91,6.1,117.91,apple
25.9,135.4,201.0,23.21,90.88,6.11,116.6,apple
20.5,128.8,198.6,22.14,92.1,6.04,116.11,apple
28.6,129.0,198.6,23.16,93.04,6.01,114.47,apple
24.9,134.7,199.4,22.63,91.24,5.89,109.68,apple
23.8,128.6,199.1,21.74,92.96,5.99,105.39,apple
22.2,133.9,199.1,22.15,92.44,6.06,106.52,apple
26.8,129.2,200.0,22.48,92.06,5.83,111.31,apple
30.4,126.8,202.8,22.37,92.53,5.82,109.29,apple
23.3,128.1,199.7,22.3,94.04,5.81,112.93,apple
25.8,128.0,201.1,22.3,90.42,6.11,107.85,apple
21.5,135.4,199.4,22.96,93.51,5.89,115.81,apple
22.5,141.8,198.8,23.01,93.2,6.05,109.71,apple
24.5,123.5,200.4,22.67,92.61,5.5,107.23,apple
22.5,133.7,200.5,22.41,93.03,5.83,115.04,apple
26.6,134.1,199.7,23.42,92.91,5.84,113.53,apple
27.5,130.0,201.8,22.69,90.55,6.05,110.81,apple
26.8,136.4,200.3,23.33,92.35,6.1,115.85,apple
24.7,135.7,199.0,22.29,91.41,6.04,113.86,apple
28.9,135.8,199.5,21.91,92.86,6.19,115.65,apple
28.6,131.6,199.2,22.13,92.45,5.99,113.36,apple
24.6,131.9,198.7,22.97,92.56,5.97,109.39,apple
20.6,137.9,200.9,21.69,93.14,6.15,113.02,apple
30.3,133.4,197.6,22.68,92.7,5.9,114.89,apple
19.4,136.6,198.5,22.01,92.41,6.07,113.18,apple
22.5,130.4,198.1,22.39,93.4,6.0,116.08,apple
29.9,130.0,199.7,23.59,93.7,5.72,114.11,apple
25.0,135.9,198.8,22.08,91.94,5.9,115.9,apple
21.1,129.9,197.0,23.0,93.56,5.95,111.26,apple
26.5,138.6,200.7,22.15,91.15,5.81,112.81,apple
22.8,133.3,199.1,21.97,91.52,6.26,116.2,apple
30.8,134.7,199.3,23.16,92.47,6.04,112.32,apple
15.2,139.2,200.8,22.66,92.45,6.03,110.01,apple
27.1,127.1,200.3,22.78,92.33,6.06,108.37,apple
21.8,133.5,201.1,21.56,92.94,5.91,111.7,apple
20.5,129.0,201.6,22.52,92.18,5.98,114.54,apple
26.5,132.2,201.8,22.99,92.84,6.01,115.24,apple
26.0,136.9,201.5,21.99,91.6,5.88,116.57,apple
19.7,134.1,200.6,23.08,92.65,5.78,108.5,apple
21.1,130.3,199.7,21.92,93.73,5.78,118.11,apple
29.0,136.2,198.8,22.67,91.44,6.15,112.19,apple
23.6,127.4,195.9,21.98,93.43,5.93,111.79,apple
27.2,140.0,202.2,22.01,90.88,6.39,121.95,apple
25.6,127.2,201.6,22.45,92.41,6.15,113.89,apple
21.0,131.1,201.1,22.76,92.72,6.16,110.99,apple
25.6,118.4,199.3,22.88,92.17,5.92,108.16,apple
28.3,134.8,201.4,21.64,92.37,5.95,111.33,apple
22.9,131.1,201.4,21.54,93.98,6.08,112.32,apple
28.0,11.5,8.9,22.0,93.64,6.98,111.5,orange
23.0,19.5,12.8,26.65,92.43,7.23,111.93,orange
26.7,22.1,11.8,21.97,93.03,6.87,106.92,orange
24.1,17.2,7.2,26.08,90.19,7.9,115.01,orange
24.1,17.5,10.5,20.05,92.66,6.95,109.69,orange
25.6,12.0,10.1,23.18,92.61,6.93,113.79,orange
23.8,18.4,12.2,22.17,92.68,6.97,114.12,orange
24.1,22.8,9.8,18.92,93.07,6.9,112.07,orange
15.9,17.5,9.2,18.07,92.04,6.81,109.84,orange
20.4,18.8,12.3,23.67,93.17,7.36,114.12,orange
31.2,15.4,8.8,25.76,93.09,7.26,116.3,orange
25.0,19.3,8.4,31.4,92.22,6.9,108.84,orange
22.9,14.5,9.1,16.81,91.85,7.65,112.45,orange
28.1,22.4,13.1,15.12,91.48,6.73,108.43,orange
24.0,15.6,10.4,22.65,91.9,6.27,106.69,orange
23.2,16.5,8.1,20.45,91.56,6.96,106.42,orange
22.2,12.0,9.7,18.89,93.26,7.14,109.77,orange
22.3,19.1,11.2,23.09,93.84,7.15,113.05,orange
25.4,20.3,8.7,20.59,92.79,7.11,111.69,orange
28.7,11.6,8.4,23.46,91.9,8.13,111.72,orange
24.7,15.4,9.2,22.63,92.59,6.85,109.09,orange
29.5,23.3,10.4,16.91,92.95,7.52,114.57,orange
27.4,23.4,10.1,25.12,91.93,7.1,114.43,orange
23.0,13.9,10.2,21.56,93.04,6.85,115.73,orange
20.7,22.7,8.7,15.02,92.7,6.92,106.3,orange
19.4,17.5,11.6,24.94,92.55,7.16,109.91,orange
20.2,11.6,9.7,21.83,93.21,7.25,112.02,orange
24.1,11.7,10.7,24.69,90.51,6.72,107.7,orange
25.4,14.2,9.9,21.62,92.37,6.76,107.87,orange
21.4,19.1,11.0,19.29,93.77,6.9,115.1,orange
22.9,9.1,10.7,23.54,92.53,6.79,109.88,orange
23.3,16.2,11.4,23.27,93.01,6.92,108.86,orange
21.2,16.0,5.0,20.04,92.43,7.19,109.1,orange
26.2,8.4,9.9,15.5,91.49,6.94,114.25,orange
26.2,17.6,10.0,19.53,92.05,7.14,105.38,orange
27.0,15.9,11.4,26.5,91.11,6.81,107.15,orange
19.0,13.2,14.1,25.04,94.1,7.28,107.53,orange
23.7,20.0,10.7,20.09,91.24,8.1,109.53,orange
23.9,18.0,9.6,23.01,93.57,6.96,106.12,orange
24.5,15.6,12.4,27.38,92.59,6.57,105.91,orange
25.1,18.9,9.4,20.5,92.01,6.99,102.06,orange
21.3,14.9,12.0,19.11,92.65,7.08,114.33,orange
29.2,17.3,9.2,19.73,92.3,6.86,111.85,orange
26.4,20.0,12.1,30.26,92.6,7.37,108.83,orange
29.0,21.9,11.7,22.89,91.94,6.54,109.87,orange
30.1,16.2,11.3,26.02,92.26,7.44,100.3,orange
20.9,13.7,8.6,23.9,92.74,7.13,111.99,orange
21.8,12.4,10.7,19.87,91.19,7.32,114.65,orange
30.2,18.3,11.0,28.21,91.97,7.37,110.92,orange
28.0,18.3,12.2,23.43,91.26,7.48,106.84,orange
29.2,17.1,12.0,27.23,92.86,7.17,111.41,orange
18.3,18.0,8.1,23.21,91.55,6.61,115.35,orange
28.6,17.5,10.3,21.47,92.97,6.77,113.31,orange
24.2,15.8,10.0,20.04,92.77,6.82,111.56,orange
29.1,14.5,9.8,24.42,92.14,7.15,111.85,orange
28.6,15.0,8.4,21.22,91.69,7.19,106.13,orange
32.8,22.9,10.0,26.11,91.14,7.84,108.03,orange
24.6,9.8,10.8,17.89,92.58,6.82,106.41,orange
22.3,18.4,7.9,19.38,93.05,7.87,111.59,orange
21.9,16.0,10.1,21.04,93.25,7.07,113.03,orange
24.0,23.0,9.7,18.45,94.31,6.39,107.54,orange
22.9,28.0,13.0,28.72,92.22,7.81,111.23,orange
28.3,18.2,9.9,21.45,92.33,7.2,111.22,orange
24.9,23.8,5.1,24.62,93.1,7.38,109.78,orange
25.7,21.6,12.5,21.25,92.72,7.56,102.92,orange
22.7,23.6,11.8,24.68,92.13,6.71,108.03,orange
30.2,14.9,10.2,19.36,93.2,6.82,109.67,orange
19.4,10.8,10.0,16.98,94.25,6.31,107.33,orange
25.1,16.0,8.2,18.51,91.67,6.9,116.51,orange
25.3,22.4,10.8,27.14,90.17,6.9,114.36,orange
23.1,24.8,12.5,20.55,92.08,6.66,107.9,orange
20.9,19.3,7.6,25.02,93.02,6.45,115.17,orange
26.7,20.6,8.7,25.09,93.44,6.97,116.67,orange
25.1,22.3,10.5,24.94,91.11,7.12,107.55,orange
22.2,24.8,9.6,18.32,92.2,6.57,114.78,orange
22.7,19.7,12.3,20.42,92.94,6.66,118.15,orange
28.1,16.7,8.7,22.03,92.22,7.65,105.91,orange
25.4,17.4,9.8,22.05,92.4,7.29,112.03,orange
26.4,5.0,10.5,15.6,93.04,7.49,106.91,orange
24.1,15.0,12.1,22.9,93.94,7.14,110.81,orange
25.2,20.9,7.1,22.86,92.44,7.24,109.37,orange
21.5,17.5,8.2,14.48,93.11,7.19,111.56,orange
29.3,14.7,7.6,22.21,92.21,6.72,109.73,orange
23.0,9.8,9.3,17.77,92.69,6.78,113.71,orange
30.3,20.3,7.4,28.77,93.81,7.01,114.41,orange
23.2,9.7,8.7,29.71,91.26,7.0,110.11,orange
23.3,15.7,10.1,20.16,91.31,7.07,113.58,orange
27.9,14.1,7.9,21.32,93.81,7.22,112.35,orange
28.0,19.3,10.2,25.26,92.04,6.53,112.41,orange
29.1,12.8,11.4,29.5,92.5,6.73,110.41,orange
23.2,14.9,10.7,15.82,91.3,7.01,109.93,orange
26.1,25.3,10.2,24.99,91.69,7.26,108.25,orange
25.2,17.0,11.7,17.04,90.6,6.93,111.56,orange
25.5,22.6,10.7,20.15,90.56,6.92,113.43,orange
23.7,17.6,10.7,18.27,93.02,7.55,109.42,orange
21.2,17.2,6.3,23.9,92.88,7.56,109.35,orange
26.4,13.9,9.4,16.15,92.34,6.9,111.0,orange
22.9,17.8,9.4,21.12,92.57,7.01,112.54,orange
24.6,16.0,9.7,19.52,92.2,7.68,106.96,orange
24.1,15.9,9.6,21.12,92.73,6.43,113.46,orange
59.2,52.3,46.2,30.08,92.3,6.97,164.01,papaya
42.9,54.6,49.9,34.39,91.4,6.74,119.88,papaya
47.6,58.6,51.3,36.44,92.98,6.71,170.01,papaya
57.1,58.1,49.0,31.76,92.56,6.95,155.54,papaya
50.9,54.0,49.2,41.12,92.17,6.83,131.84,papaya
56.7,60.8,49.0,31.26,93.88,6.83,172.67,papaya
60.2,59.4,53.4,33.65,92.98,6.63,116.13,papaya
47.0,62.8,45.7,32.09,90.01,6.68,127.82,papaya
64.2,59.2,48.6,37.23,92.51,6.75,102.91,papaya
48.4,54.1,50.1,33.77,93.79,6.78,50.24,papaya
